text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
off to my cousin confirmation + confirmation party,off to my cousin confirmation + confirmation party,2,1,positive,neutral
_nation just launched twittix v1.10 - not NOT_convinced,_nation just launched twittix v1.10 - not NOT_convinced,0,1,negative,neutral
"Wow, thats quite the trip!","Wow, thats quite the trip!",1,2,neutral,positive
watchin` a moovie...and im sited about going 2 ma friend Sara`s tomorrow at 9:00 a.m. She wa injured I luv ya`ll. i will keep u updated,watchin` a moovie...and im sited about going 2 ma friend Sara`s tomorrow at 9:00 a.m. She wa injured I luv ya`ll. i will keep u updated,1,2,neutral,positive
I don`t think I like this Roy Williams who dissects frog while still alive > You look like Chachi from Happy Days,I don`t think I like this Roy Williams who dissects frog while still alive > You look like Chachi from Happy Days,0,2,negative,positive
: eww. dislike,: eww. dislike,0,1,negative,neutral
"lol, i`ve done that one b4 i`m a victim 2 that! lol","lol, i`ve done that one b4 i`m a victim 2 that! lol",0,1,negative,neutral
tried to `bing` today.. not NOT_operational NOT_in NOT_australia NOT_yet,tried to `bing` today.. not NOT_operational NOT_in NOT_australia NOT_yet,1,0,neutral,negative
Good Morning...hoping to throw back some coffee like right now!,Good Morning...hoping to throw back some coffee like right now!,1,2,neutral,positive
exactly Prime Minister doesn`t need take care this issue,exactly Prime Minister doesn`t need take care this issue,1,0,neutral,negative
I like mine green Just somehow doesn`t taste minty otherwise .. heh heh.,I like mine green Just somehow doesn`t taste minty otherwise .. heh heh.,1,0,neutral,negative
"me & kelly share the same last name, wouldnt that be sweet if we were related","me & kelly share the same last name, wouldnt that be sweet if we were related",2,1,positive,neutral
"oh naw; ill always be dha same cece, but when chanqes are needed ill make them","oh naw; ill always be dha same cece, but when chanqes are needed ill make them",1,0,neutral,negative
can`t wait to make that call tomorrow. gotta keep moving forward!,can`t wait to make that call tomorrow. gotta keep moving forward!,2,1,positive,neutral
You don`t get them anymore?,You don`t get them anymore?,1,0,neutral,negative
"7846 - almost catching up, so gonna kick her **, and woop i will b joing the 10k mile high club soon","7846 - almost catching up, so gonna kick her **, and woop i will b joing the 10k mile high club soon",0,1,negative,neutral
_Laurie your dad is a superman for pulling through! Take it easy,_Laurie your dad is a superman for pulling through! Take it easy,2,1,positive,neutral
YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha it`ll be bangin! We gotta hang out chick,YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha it`ll be bangin! We gotta hang out chick,2,1,positive,neutral
Sadness The top horde guild that I liked disbanded.,Sadness The top horde guild that I liked disbanded.,0,2,negative,positive
i tried to help,i tried to help,2,1,positive,neutral
"getting ready to start my work week, it`s so not NOT_TGIF NOT_for NOT_me!! NOT_It`s NOT_monday","getting ready to start my work week, it`s so not NOT_TGIF NOT_for NOT_me!! NOT_It`s NOT_monday",0,1,negative,neutral
Then Google Vs. Twitter . Mother`s Day Vs. Mothers Day . . Mother`s Day - web1.0 type. Mothers Day is Social Media -web2.0,Then Google Vs. Twitter . Mother`s Day Vs. Mothers Day . . Mother`s Day - web1.0 type. Mothers Day is Social Media -web2.0,1,2,neutral,positive
i can`t call you im from Mexico and i don`t know the code,i can`t call you im from Mexico and i don`t know the code,1,0,neutral,negative
Lol Only if you make me that cookie. I`ll hit you up.,Lol Only if you make me that cookie. I`ll hit you up.,0,1,negative,neutral
My stay wa great! BUT my mother gave me the cold/flu before I left and I still have a cough...,My stay wa great! BUT my mother gave me the cold/flu before I left and I still have a cough...,1,2,neutral,positive
"not NOT_in NOT_this NOT_part NOT_of NOT_Surrey NOT_either, NOT_feeling NOT_quite NOT_a NOT_bit NOT_nippy NOT_I NOT_must NOT_say. NOT_Afternoon NOT_to NOT_you","not NOT_in NOT_this NOT_part NOT_of NOT_Surrey NOT_either, NOT_feeling NOT_quite NOT_a NOT_bit NOT_nippy NOT_I NOT_must NOT_say. NOT_Afternoon NOT_to NOT_you",2,0,positive,negative
t`internet on blackberry fooked so no NOT_checking NOT_of NOT_the NOT_tweets NOT_and NOT_whether NOT_phill NOT_has NOT_taken NOT_up NOT_my NOT_request,t`internet on blackberry fooked so no NOT_checking NOT_of NOT_the NOT_tweets NOT_and NOT_whether NOT_phill NOT_has NOT_taken NOT_up NOT_my NOT_request,1,0,neutral,negative
where and when is your next show? or upcoming ones? i really want to see you guy,where and when is your next show? or upcoming ones? i really want to see you guy,2,1,positive,neutral
Cannot NOT_wait NOT_to NOT_get NOT_all NOT_dolled NOT_up NOT_and NOT_go NOT_out NOT_tonight,Cannot NOT_wait NOT_to NOT_get NOT_all NOT_dolled NOT_up NOT_and NOT_go NOT_out NOT_tonight,2,0,positive,negative
Sleepy.. I`m off... Goodnight twitterverse!,Sleepy.. I`m off... Goodnight twitterverse!,1,2,neutral,positive
Dane Cook is at the sport arena tonight. Wish I had ticket,Dane Cook is at the sport arena tonight. Wish I had ticket,2,1,positive,neutral
Well I will send out an email and you all can pick your fave cake and ice cream flavor and the 'cup' part is belgian chocolate,Well I will send out an email and you all can pick your fave cake and ice cream flavor and the 'cup' part is belgian chocolate,1,2,neutral,positive
cool !! actually i believe T.I. ha just begun his jail sentence in arkansas,cool !! actually i believe T.I. ha just begun his jail sentence in arkansas,2,1,positive,neutral
Yes we Can make it ..Obama,Yes we Can make it ..Obama,2,1,positive,neutral
Ugh... Waiting.. Interminable...,Ugh... Waiting.. Interminable...,0,1,negative,neutral
I`m having no NOT_luck NOT_either NOT_Doing NOT_my NOT_nut NOT_in! NOT_Who NOT_are NOT_you NOT_hoping NOT_to NOT_see?,I`m having no NOT_luck NOT_either NOT_Doing NOT_my NOT_nut NOT_in! NOT_Who NOT_are NOT_you NOT_hoping NOT_to NOT_see?,0,1,negative,neutral
"Repeat final second of Game 3 Dal-Den please! ** THOSE OFFICIALS. :| Anyway, happy mother day.","Repeat final second of Game 3 Dal-Den please! ** THOSE OFFICIALS. :| Anyway, happy mother day.",1,2,neutral,positive
DIVERSITY DIVERSITY DIVERSITY TODAYY!!,DIVERSITY DIVERSITY DIVERSITY TODAYY!!,1,0,neutral,negative
gonna walk around for an hour now :I but I`m totally motivated! Wahahaha,gonna walk around for an hour now :I but I`m totally motivated! Wahahaha,2,1,positive,neutral
Going to take it quite easy today actually. Yesterday wa great but it took a lot of energy out of me. Going out for some pirating later.,Going to take it quite easy today actually. Yesterday wa great but it took a lot of energy out of me. Going out for some pirating later.,1,2,neutral,positive
Dosen`t Want To Go To Work Tomorrow,Dosen`t Want To Go To Work Tomorrow,0,1,negative,neutral
forgot the montel quote and it wa a good one..,forgot the montel quote and it wa a good one..,1,2,neutral,positive
"Where you at? No NOT_tweeting NOT_today? No NOT_gardening NOT_either, NOT_I NOT_bet?","Where you at? No NOT_tweeting NOT_today? No NOT_gardening NOT_either, NOT_I NOT_bet?",1,0,neutral,negative
"in santa clara a long way from hoe, well not NOT_that NOT_far. NOT_it NOT_sure NOT_seems NOT_like NOT_it.","in santa clara a long way from hoe, well not NOT_that NOT_far. NOT_it NOT_sure NOT_seems NOT_like NOT_it.",1,0,neutral,negative
LOOL chip and ketchup ya waili 3alaiiik! Let`s have some fish finger I`m not NOT_too NOT_sure NOT_about NOT_baked NOT_beans NOT_though.,LOOL chip and ketchup ya waili 3alaiiik! Let`s have some fish finger I`m not NOT_too NOT_sure NOT_about NOT_baked NOT_beans NOT_though.,0,1,negative,neutral
Didn`t get to go wakeboarding but i`ll be good cause i`m having a lush night!,Didn`t get to go wakeboarding but i`ll be good cause i`m having a lush night!,2,1,positive,neutral
A hungry fool. Ill probably never NOT_see NOT_that NOT_Krispy NOT_Kreme NOT_again. NOT_Had NOT_to NOT_enjoy NOT_it. NOT_They NOT_closing NOT_down,A hungry fool. Ill probably never NOT_see NOT_that NOT_Krispy NOT_Kreme NOT_again. NOT_Had NOT_to NOT_enjoy NOT_it. NOT_They NOT_closing NOT_down,1,0,neutral,negative
Having fry plus greentea. Mmm - URL,Having fry plus greentea. Mmm - URL,2,0,positive,negative
"thanks, i feel a lot better now.. but it hurt like hell!!! good luck with the lousy student writing.","thanks, i feel a lot better now.. but it hurt like hell!!! good luck with the lousy student writing.",1,2,neutral,positive
Time for my ritualistic Friday night depression,Time for my ritualistic Friday night depression,0,1,negative,neutral
I`ve always said to PD that I wanted a kitchen like yours...I just wouldn`t know what to do with it,I`ve always said to PD that I wanted a kitchen like yours...I just wouldn`t know what to do with it,1,0,neutral,negative
watching beauty & the beast haha,watching beauty & the beast haha,2,1,positive,neutral
My wife lost her sprint blackberry 8330 on a bike ride in AM. Anyone have an extra BB laying around? retweet,My wife lost her sprint blackberry 8330 on a bike ride in AM. Anyone have an extra BB laying around? retweet,1,0,neutral,negative
It mean 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired so translated,It mean 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired so translated,1,0,neutral,negative
"I got a coupon, but I couldn`t register it because you have to be in the US","I got a coupon, but I couldn`t register it because you have to be in the US",0,1,negative,neutral
Hates moving,Hates moving,0,1,negative,neutral
waaa you too,waaa you too,1,0,neutral,negative
just got the dreaded call from babysitter - little H ha bumped her head Sitter say she`s fine and goose egg is going down fast,just got the dreaded call from babysitter - little H ha bumped her head Sitter say she`s fine and goose egg is going down fast,0,1,negative,neutral
"Argh, I can`t avoid spelling bee spoiler anywhere! Now I know the winning speller and word before having actually watched the bee.","Argh, I can`t avoid spelling bee spoiler anywhere! Now I know the winning speller and word before having actually watched the bee.",1,0,neutral,negative
omg me 2 !! Haha i wa half an hour late 4 work whoop !! Hahaha i h8 workin sat mornins,omg me 2 !! Haha i wa half an hour late 4 work whoop !! Hahaha i h8 workin sat mornins,0,1,negative,neutral
I submitted my resume the same day and saw no NOT_answer NOT_back. NOT_Oh NOT_well...,I submitted my resume the same day and saw no NOT_answer NOT_back. NOT_Oh NOT_well...,0,1,negative,neutral
Thx,Thx,1,2,neutral,positive
_Lay aww well I just randomly woke up and now I can`t sleep! Too many thing on my mind,_Lay aww well I just randomly woke up and now I can`t sleep! Too many thing on my mind,0,1,negative,neutral
dont wanna work tonight,dont wanna work tonight,0,1,negative,neutral
will be lonely for 4 day because will be in baguio. URL,will be lonely for 4 day because will be in baguio. URL,0,1,negative,neutral
This is what I had to endure to get prize of to my lucky winner URL,This is what I had to endure to get prize of to my lucky winner URL,0,2,negative,positive
why bother at celebs? eh? cause it`s almost like talking to them,why bother at celebs? eh? cause it`s almost like talking to them,0,1,negative,neutral
Lettuce & spinach doe best in cool weather.. I live in florida..not much luck growing those..,Lettuce & spinach doe best in cool weather.. I live in florida..not much luck growing those..,1,2,neutral,positive
White House? This thing`s a lifesaver: URL,White House? This thing`s a lifesaver: URL,2,0,positive,negative
"I don`t know enough about HASHTAG_Sotomayor , but she made a big boo-boo talking about making law. Doesn`t know what 3 branch do?","I don`t know enough about HASHTAG_Sotomayor , but she made a big boo-boo talking about making law. Doesn`t know what 3 branch do?",1,0,neutral,negative
Please don`t vote for her out of sympathy! HASHTAG_BGT,Please don`t vote for her out of sympathy! HASHTAG_BGT,0,1,negative,neutral
"hey please reply me, i can`t call you im from Mexico and i don`t know the code love you","hey please reply me, i can`t call you im from Mexico and i don`t know the code love you",2,1,positive,neutral
true but if I don`t put a case on it I`ll break it in a week. don`t worry ill find a way to make it work.,true but if I don`t put a case on it I`ll break it in a week. don`t worry ill find a way to make it work.,1,0,neutral,negative
"And ooh, you changed your Twitter name! I approve whole heartedly.","And ooh, you changed your Twitter name! I approve whole heartedly.",2,1,positive,neutral
good tip.. but then my bos would read .. exactly what im supposed to do and would know where I wa with the project,good tip.. but then my bos would read .. exactly what im supposed to do and would know where I wa with the project,2,1,positive,neutral
it castiel!! [ the angle ],it castiel!! [ the angle ],2,1,positive,neutral
u no NOT_there NOT_was no NOT_point NOT_pointing NOT_it NOT_out NOT_yesterday NOT_and NOT_ppl NOT_had NOT_2 NOT_wait NOT_til NOT_midnight NOT_.. NOT_they NOT_were NOT_kinda NOT_pissed,u no NOT_there NOT_was no NOT_point NOT_pointing NOT_it NOT_out NOT_yesterday NOT_and NOT_ppl NOT_had NOT_2 NOT_wait NOT_til NOT_midnight NOT_.. NOT_they NOT_were NOT_kinda NOT_pissed,0,1,negative,neutral
"hahahaha nice. i gave up on bio co idk what the hell i`m doing, so hello chem","hahahaha nice. i gave up on bio co idk what the hell i`m doing, so hello chem",0,1,negative,neutral
i dont want the senior to leave,i dont want the senior to leave,2,1,positive,neutral
on my way to my dad`s with my sistas.. r.i.p. Deb..,on my way to my dad`s with my sistas.. r.i.p. Deb..,0,1,negative,neutral
"Double rainbow above the Organs. Pretty, but doesn`t take the edge off my $460 grocery tab.","Double rainbow above the Organs. Pretty, but doesn`t take the edge off my $460 grocery tab.",2,0,positive,negative
